,fname,ACC,MDR,FAR,MAE,RMSE
787,2574.wav,0.7727272510528564,0.22727273404598236,0.09090909361839294,3.595141649246216,4.700969696044922
788,3988.wav,0.9069767594337463,0.09302325546741486,0.023255813866853714,2.1105477809906006,2.6711182594299316
789,2582.wav,1.0,0.0,0.0,1.2459667921066284,1.6924158334732056
790,2585.wav,0.8947368264198303,0.10526315867900848,0.05263157933950424,2.8319430351257324,3.568938732147217
791,1004.wav,0.8095238208770752,0.190476194024086,0.0,2.4526898860931396,3.1198840141296387
792,1687.wav,0.824999988079071,0.17499999701976776,0.0,1.6981350183486938,2.1800537109375
793,1515.wav,0.8999999761581421,0.10000000149011612,0.0,2.782972574234009,3.457258462905884
794,98.wav,0.949999988079071,0.05000000074505806,0.0,0.7003973126411438,0.9103825092315674
795,2630.wav,0.692307710647583,0.3076923191547394,0.07692307978868484,1.788976788520813,2.136232852935791
796,347.wav,1.0,0.0,0.0,2.4197628498077393,3.484135389328003
797,2569.wav,0.949999988079071,0.05000000074505806,0.0,1.5463151931762695,1.9786144495010376
798,3970.wav,0.824999988079071,0.17499999701976776,0.10000000149011612,5.185779094696045,5.813983917236328
799,588.wav,0.9523809552192688,0.0476190485060215,0.0,1.02790367603302,1.423844337463379
800,2437.wav,0.8717948794364929,0.12820513546466827,0.12820513546466827,3.813176393508911,4.337164402008057
801,2190.wav,1.0,0.0,0.0,1.3635854721069336,1.7577126026153564
802,760.wav,0.8837209343910217,0.11627907305955887,0.0,1.7486934661865234,2.149211883544922
803,2849.wav,0.8636363744735718,0.13636364042758942,0.0,1.3085052967071533,1.6039751768112183
804,716.wav,0.9047619104385376,0.095238097012043,0.02380952425301075,3.3682050704956055,4.118973255157471
805,682.wav,0.949999988079071,0.05000000074505806,0.0,1.1188249588012695,1.4418741464614868
806,102.wav,0.7749999761581421,0.22499999403953552,0.10000000149011612,2.052164077758789,2.4985766410827637
807,2650.wav,0.9189189076423645,0.0810810774564743,0.13513512909412384,1.7605398893356323,2.655010223388672
808,979.wav,0.5116279125213623,0.4883720874786377,0.0,0.8246310949325562,1.357138991355896
809,589.wav,1.0,0.0,0.0,2.7426207065582275,3.764641284942627
810,2000.wav,0.7894737124443054,0.21052631735801697,0.0,1.0785330533981323,1.7083556652069092
811,487.wav,0.9729729890823364,0.027027027681469917,0.0810810774564743,1.9813017845153809,2.713545560836792
812,2285.wav,0.9473684430122375,0.05263157933950424,0.0,0.680040717124939,0.8941604495048523
813,2620.wav,1.0,0.0,0.0,1.8491088151931763,2.222399950027466
814,1844.wav,1.0,0.0,0.0,0.3257113993167877,0.5952721834182739
815,3181.wav,0.9545454382896423,0.04545454680919647,0.0,1.2264928817749023,1.7260757684707642
816,69.wav,0.9545454382896423,0.04545454680919647,0.0,1.3540586233139038,1.5764634609222412
817,225.wav,0.9523809552192688,0.0476190485060215,0.0,1.088010311126709,1.2957707643508911
818,3315.wav,0.9473684430122375,0.05263157933950424,0.0,1.3423722982406616,1.8597676753997803
819,2914.wav,1.0,0.0,0.02500000037252903,1.3956705331802368,1.7105402946472168
820,2701.wav,0.9545454382896423,0.04545454680919647,0.022727273404598236,1.2414511442184448,1.7086511850357056
821,3490.wav,0.8571428656578064,0.1428571492433548,0.095238097012043,4.045950412750244,4.931249618530273
822,2385.wav,0.9285714030265808,0.0714285746216774,0.02380952425301075,1.6278690099716187,2.0329031944274902
823,735.wav,0.8809523582458496,0.1190476194024086,0.0476190485060215,2.0065016746520996,3.3442225456237793
824,90.wav,0.8999999761581421,0.10000000149011612,0.0,0.6627774834632874,0.8757690191268921
825,3122.wav,0.9459459185600281,0.054054055362939835,0.0,1.267698049545288,1.65006422996521
826,1503.wav,0.9523809552192688,0.0476190485060215,0.0,1.0336154699325562,1.3536818027496338
