,ACC,MDR,FAR,MAE,RMSE
32,0.8571428656578064,0.1428571492433548,0.0,1.7127573490142822,2.2031800746917725
33,0.7954545617103577,0.20454545319080353,0.09090909361839294,2.9761366844177246,3.7983882427215576
34,0.7804877758026123,0.2195121943950653,0.0731707289814949,2.4160351753234863,3.6890628337860107
35,1.0,0.0,0.0,0.44851601123809814,0.5214290022850037
36,0.9523809552192688,0.0476190485060215,0.0,2.570028305053711,3.1913981437683105
37,0.5135135054588318,0.4864864945411682,0.0,1.5736560821533203,1.8837578296661377
38,0.8292682766914368,0.17073170840740204,0.1463414579629898,2.9942750930786133,3.6871109008789062
39,0.9487179517745972,0.05128205195069313,0.0,3.6690001487731934,4.650201797485352
40,1.0,0.0,0.0,2.160789728164673,2.756007432937622
41,0.7894737124443054,0.21052631735801697,0.0,2.289557456970215,3.2911078929901123
42,0.9024389982223511,0.09756097197532654,0.0731707289814949,2.2088303565979004,3.1991147994995117
43,0.8999999761581421,0.10000000149011612,0.0,2.1545889377593994,2.4741742610931396
44,0.9473684430122375,0.05263157933950424,0.0,2.0797934532165527,2.594464063644409
45,0.9545454382896423,0.04545454680919647,0.0,2.1546356678009033,2.4569456577301025
46,0.7368420958518982,0.2631579041481018,0.1315789520740509,4.026284217834473,4.564935684204102
47,0.8292682766914368,0.17073170840740204,0.12195122241973877,3.47223162651062,3.941185474395752
48,0.9750000238418579,0.02500000037252903,0.0,1.6476517915725708,2.0616230964660645
49,1.0,0.0,0.0,1.131144642829895,1.4266033172607422
50,0.949999988079071,0.05000000074505806,0.0,0.6629644632339478,0.7940713763237
51,0.8648648858070374,0.13513512909412384,0.027027027681469917,5.070262908935547,5.887381076812744
52,0.8292682766914368,0.17073170840740204,0.09756097197532654,3.249283790588379,3.9996228218078613
53,1.0,0.0,0.0,1.731687068939209,2.7981772422790527
54,0.8292682766914368,0.17073170840740204,0.04878048598766327,1.9208524227142334,2.6988749504089355
55,1.0,0.0,0.0,1.3675475120544434,1.9227207899093628
56,0.9523809552192688,0.0476190485060215,0.0,1.1237154006958008,1.3226988315582275
57,0.9333333373069763,0.06666667014360428,0.0,1.3714303970336914,1.5508204698562622
58,0.8947368264198303,0.10526315867900848,0.0,0.5269524455070496,0.6461358070373535
59,0.9545454382896423,0.04545454680919647,0.0,1.1294902563095093,1.2935084104537964
60,0.9090909361839294,0.09090909361839294,0.0,1.3458606004714966,1.6749463081359863
61,0.9047619104385376,0.095238097012043,0.0714285746216774,3.3238794803619385,4.724112510681152
62,0.9473684430122375,0.05263157933950424,0.0,0.5238805413246155,0.8524401187896729
63,0.9459459185600281,0.054054055362939835,0.0,0.6967242956161499,0.8528215289115906
64,0.824999988079071,0.17499999701976776,0.10000000149011612,2.9278054237365723,3.475602626800537
65,0.9545454382896423,0.04545454680919647,0.0,2.403956890106201,3.0012972354888916
66,0.9523809552192688,0.0476190485060215,0.0,0.9987756013870239,1.5322901010513306
67,0.8333333134651184,0.1666666716337204,0.1666666716337204,3.441925525665283,4.302065849304199
68,0.9230769276618958,0.07692307978868484,0.0,3.9276881217956543,4.499931335449219
69,0.9090909361839294,0.09090909361839294,0.04545454680919647,0.6192103028297424,0.799879252910614
70,0.9230769276618958,0.07692307978868484,0.025641025975346565,3.094160318374634,3.9801347255706787
71,0.9545454382896423,0.04545454680919647,0.0,2.552999496459961,2.9284677505493164
72,0.6000000238418579,0.4000000059604645,0.30000001192092896,4.657938480377197,5.442417144775391
73,1.0,0.0,0.027027027681469917,1.4758002758026123,2.3246326446533203
74,0.9523809552192688,0.0476190485060215,0.0,1.80695641040802,2.822993755340576
75,0.9142857193946838,0.08571428805589676,0.02857142873108387,1.294931173324585,1.6713203191757202
76,0.9285714030265808,0.0714285746216774,0.02380952425301075,1.4678890705108643,1.9198427200317383
77,0.6666666865348816,0.3333333432674408,0.190476194024086,5.932956695556641,6.31770658493042
78,0.9523809552192688,0.0476190485060215,0.0476190485060215,1.5295041799545288,1.9458026885986328
79,0.9545454382896423,0.04545454680919647,0.0,1.268278956413269,1.353973150253296
80,1.0,0.0,0.02380952425301075,1.3793424367904663,1.7362583875656128
81,1.0,0.0,0.0,0.5703950524330139,0.6168701648712158
82,0.9428571462631226,0.05714285746216774,0.11428571492433548,2.8118577003479004,3.7584409713745117
83,0.7749999761581421,0.22499999403953552,0.02500000037252903,1.9667669534683228,3.007214069366455
84,0.7368420958518982,0.2631579041481018,0.05263157933950424,2.923800468444824,3.544999599456787
85,0.925000011920929,0.07500000298023224,0.05000000074505806,1.403465986251831,1.9509813785552979
86,0.9523809552192688,0.0476190485060215,0.02380952425301075,2.6168763637542725,3.4164741039276123
87,0.9024389982223511,0.09756097197532654,0.0731707289814949,3.3682637214660645,4.209319114685059
88,0.4390243887901306,0.5609756112098694,0.17073170840740204,3.753096342086792,4.9233479499816895
89,1.0,0.0,0.0,2.965766429901123,3.6273720264434814
90,0.9512194991111755,0.04878048598766327,0.0,1.5373135805130005,2.1517181396484375
91,0.9545454382896423,0.04545454680919647,0.0,0.8106146454811096,1.1515827178955078
92,0.9523809552192688,0.0476190485060215,0.0476190485060215,1.3840968608856201,1.8733729124069214
93,0.8888888955116272,0.1111111119389534,0.0,0.5024869441986084,0.5682329535484314
94,1.0,0.0,0.0,1.0222291946411133,1.4445247650146484
95,0.9285714030265808,0.0714285746216774,0.02380952425301075,1.716983437538147,2.1457624435424805
96,0.9545454382896423,0.04545454680919647,0.022727273404598236,2.648317337036133,3.419564962387085
97,0.8974359035491943,0.10256410390138626,0.05128205195069313,1.779556155204773,2.893674612045288
98,0.7906976938247681,0.20930232107639313,0.1627907007932663,3.207073211669922,4.47796106338501
99,0.8780487775802612,0.12195122241973877,0.09756097197532654,1.594582200050354,1.916885495185852
100,0.8947368264198303,0.10526315867900848,0.0,1.7375415563583374,2.3105995655059814
101,1.0,0.0,0.0,1.7369513511657715,2.771674633026123
102,0.949999988079071,0.05000000074505806,0.0,3.0212180614471436,4.20961332321167
103,0.9473684430122375,0.05263157933950424,0.02631578966975212,1.98086416721344,2.465050458908081
104,1.0,0.0,0.0,3.264251947402954,4.1569952964782715
105,0.949999988079071,0.05000000074505806,0.02500000037252903,1.1620138883590698,1.328851342201233
106,0.976190447807312,0.02380952425301075,0.02380952425301075,2.121586561203003,2.9108333587646484
107,0.8999999761581421,0.10000000149011612,0.05000000074505806,1.7520941495895386,2.241039752960205
108,0.6904761791229248,0.3095238208770752,0.095238097012043,3.5208334922790527,4.360311031341553
109,0.9545454382896423,0.04545454680919647,0.0,0.4627479016780853,0.4764125347137451
110,1.0,0.0,0.0,3.445727586746216,4.011034965515137
111,0.8536585569381714,0.1463414579629898,0.1463414579629898,4.082136154174805,5.0078935623168945
112,0.9230769276618958,0.07692307978868484,0.025641025975346565,2.248070001602173,2.892137289047241
113,0.8999999761581421,0.10000000149011612,0.02500000037252903,1.9304002523422241,2.6019792556762695
114,1.0,0.0,0.0,1.7899415493011475,2.1572513580322266
115,1.0,0.0,0.0,0.9027255177497864,1.1361310482025146
116,0.9523809552192688,0.0476190485060215,0.0476190485060215,0.9694525003433228,1.2923189401626587
117,1.0,0.0,0.07894736528396606,2.2063255310058594,2.763946771621704
118,0.8421052694320679,0.15789473056793213,0.18421052396297455,2.0353801250457764,2.8502540588378906
119,0.9523809552192688,0.0476190485060215,0.0,1.1205908060073853,1.311275839805603
120,0.95652174949646,0.043478261679410934,0.043478261679410934,1.2165616750717163,1.5207526683807373
121,1.0,0.0,0.0,0.5207574963569641,0.6452676057815552
122,0.9523809552192688,0.0476190485060215,0.0,1.0260288715362549,1.5322351455688477
123,1.0,0.0,0.0,1.4333641529083252,1.6961456537246704
124,1.0,0.0,0.02380952425301075,1.2728335857391357,1.9309459924697876
125,0.8999999761581421,0.10000000149011612,0.0,1.908154010772705,2.6395483016967773
126,0.7906976938247681,0.20930232107639313,0.11627907305955887,2.685797691345215,3.516613006591797
127,0.930232584476471,0.06976744532585144,0.023255813866853714,2.1576974391937256,3.0798234939575195
128,0.8409090638160706,0.15909090638160706,0.0,2.9061648845672607,3.693866014480591
129,0.9545454382896423,0.04545454680919647,0.0,0.8497268557548523,1.0289989709854126
130,0.782608687877655,0.21739129722118378,0.043478261679410934,3.191687822341919,3.833618402481079
131,0.9444444179534912,0.0555555559694767,0.0,1.8945589065551758,2.198932409286499
132,1.0,0.0,0.0,1.2358522415161133,1.6995033025741577
133,0.949999988079071,0.05000000074505806,0.0,1.9569801092147827,2.3965578079223633
134,0.9545454382896423,0.04545454680919647,0.0,0.5733436346054077,0.762242317199707
135,0.949999988079071,0.05000000074505806,0.0,0.64169842004776,0.8168177604675293
136,0.9268292784690857,0.0731707289814949,0.0,0.915813148021698,1.101789951324463
137,0.949999988079071,0.05000000074505806,0.0,1.636101484298706,2.0852723121643066
138,1.0,0.0,0.0,1.0874788761138916,1.3207532167434692
139,0.7435897588729858,0.25641027092933655,0.07692307978868484,2.137221336364746,3.274505853652954
140,1.0,0.0,0.0,2.2568981647491455,2.9500932693481445
141,0.7674418687820435,0.23255814611911774,0.13953489065170288,2.5819177627563477,3.3626549243927
142,1.0,0.0,0.0,0.804145336151123,0.9336134195327759
143,0.9729729890823364,0.027027027681469917,0.054054055362939835,2.6537814140319824,3.552616596221924
144,0.9512194991111755,0.04878048598766327,0.024390242993831635,1.1262176036834717,1.5614888668060303
145,0.8421052694320679,0.15789473056793213,0.1315789520740509,2.0525095462799072,2.7779457569122314
146,0.8888888955116272,0.1111111119389534,0.1111111119389534,3.0355894565582275,3.824312210083008
147,0.9069767594337463,0.09302325546741486,0.023255813866853714,1.5096838474273682,2.022514820098877
148,0.9090909361839294,0.09090909361839294,0.04545454680919647,1.8559919595718384,2.3778703212738037
149,0.9545454382896423,0.04545454680919647,0.0,3.119804859161377,3.563627004623413
150,0.9047619104385376,0.095238097012043,0.0,1.02394700050354,1.350135326385498
151,0.9512194991111755,0.04878048598766327,0.024390242993831635,2.9794540405273438,3.8035809993743896
152,0.8421052694320679,0.15789473056793213,0.07894736528396606,3.2613160610198975,4.366446495056152
153,0.925000011920929,0.07500000298023224,0.05000000074505806,3.19893479347229,3.7897403240203857
154,0.949999988079071,0.05000000074505806,0.0,3.0011682510375977,3.601024866104126
155,0.7441860437393188,0.25581395626068115,0.09302325546741486,2.772722005844116,3.4527292251586914
156,0.8947368264198303,0.10526315867900848,0.0,1.527549386024475,1.890682339668274
157,0.95652174949646,0.043478261679410934,0.0,2.2225561141967773,2.7093918323516846
158,0.9230769276618958,0.07692307978868484,0.07692307978868484,2.94629168510437,3.8397932052612305
159,1.0,0.0,0.0,2.9946932792663574,3.5582852363586426
160,0.9743589758872986,0.025641025975346565,0.05128205195069313,2.035817861557007,2.6163904666900635
161,1.0,0.0,0.0,1.6914434432983398,2.2180886268615723
162,0.930232584476471,0.06976744532585144,0.04651162773370743,1.7104483842849731,2.0894384384155273
163,0.925000011920929,0.07500000298023224,0.0,1.3708274364471436,1.701457142829895
164,1.0,0.0,0.0,0.5324707627296448,0.6635959148406982
165,0.9523809552192688,0.0476190485060215,0.0,2.045081615447998,2.710252523422241
166,0.8095238208770752,0.190476194024086,0.0476190485060215,2.2697036266326904,3.1419639587402344
167,0.5,0.5,0.44999998807907104,3.5899558067321777,4.174567222595215
168,0.8108108043670654,0.18918919563293457,0.0810810774564743,1.481229543685913,2.575587272644043
169,0.875,0.125,0.05000000074505806,1.4961761236190796,1.8726078271865845
170,0.8888888955116272,0.1111111119389534,0.0555555559694767,3.649503469467163,4.216001987457275
171,0.9444444179534912,0.0555555559694767,0.0,1.4657095670700073,1.833254098892212
172,0.9545454382896423,0.04545454680919647,0.0,0.9465683102607727,1.462002158164978
173,0.9512194991111755,0.04878048598766327,0.0,2.476466655731201,3.2977306842803955
174,0.949999988079071,0.05000000074505806,0.0,0.9598094820976257,1.1390153169631958
175,0.949999988079071,0.05000000074505806,0.0,1.166489839553833,1.5969852209091187
